Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2018-12-16,Faria Lima,-23.5675,-46.6929,52420,43,38,16,25,5,34,17,38,NORMAL
2019-2-3,Higienópolis-Mackenzie,-23.5488,-46.6519,89929,86,39,51,37,22,2,43,22,NORMAL
2018-9-14,Ana Rosa,-23.5813,-46.6383,66037,51,19,41,38,26,37,43,24,NORMAL
2019-1-6,Higienópolis-Mackenzie,-23.5488,-46.6519,92989,17,65,31,43,17,34,24,40,NORMAL
2019-1-17,Higienópolis-Mackenzie,-23.5488,-46.6519,90865,86,7,23,12,10,15,30,36,NORMAL
2019-4-4,Ana Rosa,-23.5813,-46.6383,67568,29,38,34,30,43,43,37,2,NORMAL
2019-4-23,Ana Rosa,-23.5813,-46.6383,67035,21,55,26,22,19,40,10,20,NORMAL
2019-11-4,Higienópolis-Mackenzie,-23.5488,-46.6519,90231,26,10,47,38,6,38,31,10,NORMAL
2019-7-10,Ana Rosa,-23.5813,-46.6383,65140,67,30,65,24,13,40,38,43,NORMAL
2019-9-5,Ana Rosa,-23.5813,-46.6383,66691,67,57,8,30,8,43,39,19,REABASTECER
2018-3-7,Faria Lima,-23.5675,-46.6929,53233,41,20,5,11,26,18,28,9,REABASTECER
2018-1-2,São Joaquim,-23.5618,-46.6389,32863,75,57,60,39,37,38,38,38,NORMAL
2018-6-28,Pinheiros,-23.5664,-46703,76050,86,29,29,14,15,11,15,38,NORMAL
2018-9-22,Eucaliptos,-23.61,-46.6686,22880,86,45,41,3,43,36,26,23,REABASTECER
2018-10-18,Eucaliptos,-23.61,-46.6686,22333,74,18,55,11,24,39,32,43,NORMAL
2019-3-4,Eucaliptos,-23.61,-46.6686,22058,25,58,58,25,20,13,9,29,NORMAL
2019-7-29,Eucaliptos,-23.61,-46.6686,23133,13,24,21,25,13,39,13,21,NORMAL
2019-4-26,Eucaliptos,-23.61,-46.6686,23821,38,41,14,35,26,22,7,33,NORMAL
2019-7-20,Eucaliptos,-23.61,-46.6686,22883,1,15,19,6,37,29,2,7,REABASTECER
2018-1-26,Moema,-23.5489,-46.6388,18087,24,44,24,8,22,40,24,37,NORMAL
2019-6-28,Sé,-23.55,-46.6333,194905,78,36,25,36,21,43,12,17,NORMAL
2018-8-8,Moema,-23.5489,-46.6388,18056,16,43,51,29,11,27,9,22,NORMAL
2018-7-20,Moema,-23.5489,-46.6388,16938,34,13,43,30,43,5,35,18,REABASTECER
2019-9-10,Hospital São Paulo,-23.5984,-46.6455,26401,79,65,65,43,31,38,1,38,REABASTECER
2018-1-16,Paraíso,-23.57677,-46.63933,71704,30,47,22,23,18,7,32,29,NORMAL
2019-12-16,Hospital São Paulo,-23.5984,-46.6455,27837,79,46,26,24,20,17,7,36,NORMAL
2018-10-1,Paraíso,-23.57677,-46.63933,71430,10,54,35,26,15,12,41,28,REABASTECER
2018-7-2,Paraíso,-23.57677,-46.63933,72009,28,65,40,32,39,15,16,32,NORMAL
2018-12-8,Paraíso,-23.57677,-46.63933,71583,46,41,24,14,43,24,32,11,NORMAL
2018-9-28,Paraíso,-23.57677,-46.63933,73381,46,8,55,37,28,15,10,39,NORMAL
2019-2-26,Paraíso,-23.57677,-46.63933,72208,73,23,28,33,10,12,20,43,NORMAL
2019-4-14,Paraíso,-23.57677,-46.63933,70097,45,30,27,43,43,43,9,30,NORMAL
2019-12-28,Brás,-23.5451,-46.6162,70669,86,9,57,43,33,43,23,26,REABASTECER
2018-2-15,Barra Funda,-23.5542,-46.6707,148912,74,9,31,7,26,20,24,38,REABASTECER
2019-11-6,Paraíso,-23.57677,-46.63933,71191,53,37,45,17,32,20,27,33,NORMAL
2019-9-4,Paraíso,-23.57677,-46.63933,73512,70,19,45,9,1,16,21,7,REABASTECER
2018-8-13,Barra Funda,-23.5542,-46.6707,149136,53,48,19,14,35,26,4,12,REABASTECER
2018-4-27,Brigadeiro,-23.5683,-46.6482,48010,73,27,7,43,31,14,3,15,REABASTECER
2019-1-13,Barra Funda,-23.5542,-46.6707,148607,78,9,65,36,37,11,43,2,NORMAL
2018-6-24,Brigadeiro,-23.5683,-46.6482,46582,19,14,59,16,43,28,30,4,REABASTECER
2018-7-26,Brigadeiro,-23.5683,-46.6482,47572,64,65,43,40,43,24,28,43,NORMAL
2018-8-2,Brigadeiro,-23.5683,-46.6482,48793,7,33,65,18,15,6,5,16,NORMAL
2019-9-24,Brigadeiro,-23.5683,-46.6482,48657,86,28,33,29,12,8,37,10,NORMAL
2018-3-6,Tatuapé,-23.5402,-46.5765,69703,36,58,55,36,3,13,36,38,REABASTECER
2019-9-11,Brigadeiro,-23.5683,-46.6482,46966,24,41,52,24,12,43,3,16,REABASTECER
2019-12-4,Brigadeiro,-23.5683,-46.6482,48860,86,15,43,33,13,23,13,17,NORMAL
2019-3-4,Tatuapé,-23.5402,-46.5765,67303,12,33,51,21,32,13,13,43,NORMAL
2018-11-13,Trianon-Masp,-23.5634,-46.6544,45659,46,25,65,15,35,9,32,38,NORMAL
2019-5-11,Tatuapé,-23.5402,-46.5765,69437,43,34,45,21,14,24,29,43,NORMAL
2018-9-26,Trianon-Masp,-23.5634,-46.6544,45378,10,35,34,14,22,30,41,25,NORMAL
2018-3-26,República,-23.5436,-46.6434,110464,32,39,16,28,35,35,43,43,NORMAL
2019-10-24,Trianon-Masp,-23.5634,-46.6544,42397,13,53,49,43,31,24,15,10,NORMAL
2019-10-26,Trianon-Masp,-23.5634,-46.6544,44991,86,36,36,37,24,16,6,43,REABASTECER
2018-3-27,Consolação,-23.5581,-46.6606,115281,12,54,9,43,5,34,20,21,REABASTECER
2018-8-16,República,-23.5436,-46.6434,107235,23,31,38,14,36,43,20,13,NORMAL
2018-8-19,República,-23.5436,-46.6434,110308,86,17,13,43,25,32,8,5,REABASTECER
2018-5-14,Consolação,-23.5581,-46.6606,113211,65,11,65,21,22,22,8,8,NORMAL
2018-3-15,Consolação,-23.5581,-46.6606,112613,54,65,17,34,9,32,22,29,NORMAL
2018-8-6,Consolação,-23.5581,-46.6606,114326,26,20,1,19,16,37,27,29,NORMAL
2019-1-21,República,-23.5436,-46.6434,107253,86,65,17,31,27,43,10,12,NORMAL
2019-3-8,Consolação,-23.5581,-46.6606,113740,58,28,65,41,26,14,29,41,NORMAL
2019-8-5,República,-23.5436,-46.6434,109918,61,65,45,1,43,18,26,12,REABASTECER
2019-4-29,Consolação,-23.5581,-46.6606,115250,86,47,41,17,3,19,34,5,NORMAL
2019-12-30,Ana Rosa,-23.5813,-46.6383,65548,12,65,19,18,7,19,37,10,REABASTECER
2018-12-12,Eucaliptos,-23.61,-46.6686,23585,75,56,25,22,8,19,17,31,NORMAL
2019-4-9,Ana Rosa,-23.5813,-46.6383,64892,67,11,65,21,24,37,19,26,NORMAL
2018-6-20,São Joaquim,-23.5618,-46.6389,35676,67,41,27,2,10,5,23,43,REABASTECER
2019-6-29,Ana Rosa,-23.5813,-46.6383,65234,86,20,11,18,14,26,43,43,NORMAL
2018-9-19,São Joaquim,-23.5618,-46.6389,33994,41,15,15,22,3,20,28,24,REABASTECER
2019-9-9,Ana Rosa,-23.5813,-46.6383,63870,22,33,42,22,35,32,27,43,NORMAL
2018-9-22,São Joaquim,-23.5618,-46.6389,34640,10,65,56,11,39,12,14,17,NORMAL
2019-9-30,Eucaliptos,-23.61,-46.6686,22271,25,48,12,27,32,43,27,15,NORMAL
2019-10-30,Eucaliptos,-23.61,-46.6686,21601,86,58,13,23,1,33,12,19,NORMAL
2018-10-20,Moema,-23.5489,-46.6388,20356,86,56,44,11,23,23,29,2,REABASTECER
2018-11-27,São Joaquim,-23.5618,-46.6389,35834,38,0,1,29,9,15,43,14,REABASTECER
2019-11-3,Hospital São Paulo,-23.5984,-46.6455,24266,55,33,43,31,43,39,7,38,NORMAL
2019-3-15,São Joaquim,-23.5618,-46.6389,35080,10,33,48,29,43,20,43,27,NORMAL
2018-4-27,Paraíso,-23.57677,-46.63933,72578,66,23,37,31,29,18,7,6,NORMAL
2018-12-16,São Judas,-23.6255,-46.6411,14297,26,45,50,16,41,27,37,43,NORMAL
2018-8-27,Paraíso,-23.57677,-46.63933,70662,16,65,65,34,23,5,6,33,REABASTECER
2019-1-17,São Judas,-23.6255,-46.6411,15937,4,65,28,5,41,12,35,39,REABASTECER
2018-5-9,São Judas,-23.6255,-46.6411,16870,73,22,53,37,9,38,20,17,NORMAL
2019-2-25,Paraíso,-23.57677,-46.63933,73207,86,32,37,34,13,12,22,6,REABASTECER
2019-4-15,Paraíso,-23.57677,-46.63933,73725,33,26,19,39,41,38,3,26,NORMAL
2019-4-18,Paraíso,-23.57677,-46.63933,71645,5,8,65,25,28,30,38,10,NORMAL
2018-9-9,São Judas,-23.6255,-46.6411,14886,3,8,65,43,3,9,37,4,NORMAL
2019-11-14,São Judas,-23.6255,-46.6411,14031,4,25,36,7,11,18,4,43,REABASTECER
2018-11-24,São Judas,-23.6255,-46.6411,14775,67,65,8,13,37,39,43,2,NORMAL
2018-1-27,Vila Mariana,-23.5895,-46.6346,21105,7,42,14,15,33,9,29,20,REABASTECER
2018-2-5,Vila Mariana,-23.5895,-46.6346,23980,15,65,28,24,43,36,3,30,REABASTECER
2019-2-21,São Judas,-23.6255,-46.6411,17424,17,50,8,15,30,30,23,34,NORMAL
2019-2-30,São Judas,-23.6255,-46.6411,14441,11,65,6,24,40,5,26,43,REABASTECER
2018-3-15,Vila Mariana,-23.5895,-46.6346,24693,71,0,6,35,24,22,19,4,NORMAL
2018-4-21,Brigadeiro,-23.5683,-46.6482,49697,51,60,48,18,16,33,30,35,NORMAL
2018-6-20,Brigadeiro,-23.5683,-46.6482,46599,58,39,18,24,15,38,5,22,NORMAL
2018-10-17,Vila Mariana,-23.5895,-46.6346,24398,60,20,17,24,29,34,33,3,REABASTECER
2018-12-2,Brigadeiro,-23.5683,-46.6482,48319,64,54,33,18,34,6,27,13,REABASTECER
2019-4-26,Vila Mariana,-23.5895,-46.6346,22792,49,65,15,43,5,32,38,32,NORMAL
2018-2-15,Trianon-Masp,-23.5634,-46.6544,43520,2,52,22,41,43,27,24,33,REABASTECER
2019-6-27,Vila Mariana,-23.5895,-46.6346,23950,66,58,34,22,11,36,7,19,NORMAL
2018-3-8,Trianon-Masp,-23.5634,-46.6544,42826,48,38,56,17,40,4,26,28,REABASTECER
2018-6-19,Brooklin,-23.6263,-46.6878,28123,29,5,39,21,19,9,12,21,REABASTECER
2018-8-14,Brooklin,-23.6263,-46.6878,29069,10,65,46,23,21,23,43,17,REABASTECER
2018-6-23,Trianon-Masp,-23.5634,-46.6544,42549,37,40,50,35,41,13,19,33,NORMAL
2019-11-18,Vila Mariana,-23.5895,-46.6346,24670,61,63,5,37,29,36,30,29,NORMAL
2018-3-30,Brooklin,-23.6263,-46.6878,30023,7,33,13,3,43,34,11,36,REABASTECER
2018-8-15,Brooklin,-23.6263,-46.6878,28767,86,58,38,23,17,17,41,11,NORMAL
2018-5-28,Consolação,-23.5581,-46.6606,111815,5,56,27,22,15,30,41,28,REABASTECER
2018-8-24,Campo Belo,-23.6188,-46.6823,25636,30,19,18,39,29,22,37,27,NORMAL
2019-10-16,Brooklin,-23.6263,-46.6878,27416,10,17,0,28,19,31,43,43,REABASTECER
2018-9-15,Campo Belo,-23.6188,-46.6823,23696,86,59,13,27,36,37,41,33,NORMAL
2018-11-9,Campo Belo,-23.6188,-46.6823,24524,78,65,14,13,34,36,40,23,NORMAL
2019-4-29,Consolação,-23.5581,-46.6606,115250,86,47,41,17,3,19,34,5,NORMAL
2019-5-16,Consolação,-23.5581,-46.6606,113964,86,17,33,43,23,10,6,25,NORMAL
2019-10-2,Tatuapé,-23.5402,-46.5765,68286,86,1,40,42,43,34,28,31,NORMAL
2019-12-5,Tatuapé,-23.5402,-46.5765,69366,63,60,7,35,9,30,35,6,REABASTECER
2018-10-16,Tatuapé,-23.5402,-46.5765,68867,7,11,65,24,29,23,33,12,REABASTECER
2018-3-28,República,-23.5436,-46.6434,107692,13,24,7,25,25,28,34,33,NORMAL
2018-11-29,Fradique Coutinho,-23.5661,-46.6841,34932,11,13,7,40,36,22,21,17,REABASTECER
2018-9-10,República,-23.5436,-46.6434,109731,55,47,8,21,36,4,15,16,REABASTECER
2019-5-30,Fradique Coutinho,-23.5661,-46.6841,35832,7,60,32,13,21,38,18,39,NORMAL
2019-12-4,Tatuapé,-23.5402,-46.5765,70519,76,65,17,39,15,34,37,9,NORMAL
2019-12-5,Tatuapé,-23.5402,-46.5765,69366,63,60,7,35,9,30,35,6,REABASTECER
2019-11-2,Fradique Coutinho,-23.5661,-46.6841,33960,67,10,49,35,30,14,33,32,NORMAL
2018-1-14,República,-23.5436,-46.6434,109535,57,45,43,4,35,3,37,38,REABASTECER
2019-12-18,Fradique Coutinho,-23.5661,-46.6841,33774,45,58,21,36,26,10,25,18,NORMAL
2019-6-22,República,-23.5436,-46.6434,108286,58,13,6,23,12,29,32,17,REABASTECER
2018-7-30,República,-23.5436,-46.6434,108820,8,61,22,6,22,40,41,27,REABASTECER
2018-8-7,República,-23.5436,-46.6434,110339,31,12,38,33,35,18,15,43,NORMAL
2018-12-13,República,-23.5436,-46.6434,109681,18,21,61,32,43,43,28,43,NORMAL
2018-3-3,Higienópolis-Mackenzie,-23.5488,-46.6519,93244,69,16,29,25,23,6,8,4,NORMAL
2019-3-8,República,-23.5436,-46.6434,110639,73,43,16,15,38,26,38,43,NORMAL
2018-6-17,Higienópolis-Mackenzie,-23.5488,-46.6519,92665,66,9,26,19,5,38,3,8,NORMAL
2018-7-14,Higienópolis-Mackenzie,-23.5488,-46.6519,91346,54,44,47,9,28,35,34,28,NORMAL
2019-3-26,Luz,-23.5365,-46.6332,123907,9,14,65,12,21,24,22,9,NORMAL
2018-9-9,Higienópolis-Mackenzie,-23.5488,-46.6519,93237,36,30,65,35,32,42,35,19,NORMAL
2019-7-17,Luz,-23.5365,-46.6332,126902,66,24,65,22,11,43,41,17,NORMAL
2019-11-12,República,-23.5436,-46.6434,108165,73,4,44,42,4,36,35,31,REABASTECER
2018-2-6,Ana Rosa,-23.5813,-46.6383,67110,7,52,19,21,25,18,22,41,REABASTECER
2018-6-10,Higienópolis-Mackenzie,-23.5488,-46.6519,91682,48,52,9,43,43,14,29,33,REABASTECER
2019-11-28,Higienópolis-Mackenzie,-23.5488,-46.6519,93125,54,65,18,43,36,37,20,37,NORMAL
2018-8-11,Ana Rosa,-23.5813,-46.6383,67372,11,20,65,8,21,3,5,32,REABASTECER
2018-12-5,Higienópolis-Mackenzie,-23.5488,-46.6519,90837,55,10,46,23,23,11,27,40,NORMAL
2018-2-28,Faria Lima,-23.5675,-46.6929,53276,54,1,65,33,16,40,21,43,REABASTECER
2019-1-19,Higienópolis-Mackenzie,-23.5488,-46.6519,90422,69,61,10,43,43,8,22,26,NORMAL
2019-2-8,Higienópolis-Mackenzie,-23.5488,-46.6519,90411,37,13,15,23,43,33,26,43,NORMAL
2018-12-7,Ana Rosa,-23.5813,-46.6383,65239,49,21,27,34,8,13,32,43,NORMAL
2019-4-28,Higienópolis-Mackenzie,-23.5488,-46.6519,89927,25,62,6,32,26,43,11,9,NORMAL
2018-7-2,Faria Lima,-23.5675,-46.6929,54860,79,17,47,39,24,16,3,7,REABASTECER
2019-5-18,Ana Rosa,-23.5813,-46.6383,67203,48,46,41,24,12,20,34,37,NORMAL
2019-8-21,Ana Rosa,-23.5813,-46.6383,64094,12,65,55,19,26,39,14,37,REABASTECER
2019-10-30,Higienópolis-Mackenzie,-23.5488,-46.6519,91209,63,31,18,13,22,7,4,28,REABASTECER
2019-10-21,Ana Rosa,-23.5813,-46.6383,66152,57,39,4,24,5,25,31,33,NORMAL
2018-1-19,São Joaquim,-23.5618,-46.6389,35965,77,10,55,32,3,30,7,16,NORMAL
2018-3-10,Pinheiros,-23.5664,-46703,77461,86,34,50,38,30,9,12,40,NORMAL
2018-11-23,São Joaquim,-23.5618,-46.6389,36542,77,29,27,39,27,25,18,28,NORMAL
2019-1-8,São Joaquim,-23.5618,-46.6389,34383,64,55,65,7,14,4,4,20,REABASTECER
2019-3-15,São Joaquim,-23.5618,-46.6389,35080,10,33,48,29,43,20,43,27,NORMAL
2018-8-27,Pinheiros,-23.5664,-46703,77741,18,65,37,42,3,39,5,17,REABASTECER
2019-1-6,Pinheiros,-23.5664,-46703,78378,30,47,7,20,18,7,43,43,NORMAL
2019-2-1,Pinheiros,-23.5664,-46703,77698,37,27,29,19,6,10,28,22,REABASTECER
2019-4-14,Pinheiros,-23.5664,-46703,77636,34,22,43,30,34,32,5,9,NORMAL
2018-2-28,São Judas,-23.6255,-46.6411,17396,44,9,18,18,23,43,18,5,NORMAL
2018-3-9,São Judas,-23.6255,-46.6411,14663,22,65,10,31,25,43,13,12,NORMAL
2018-6-30,Pinheiros,-23.5664,-46703,77434,67,16,17,7,7,43,10,31,NORMAL
2018-7-2,São Judas,-23.6255,-46.6411,15700,79,19,7,31,3,12,43,15,NORMAL
2019-11-10,Pinheiros,-23.5664,-46703,79039,53,1,49,15,9,43,7,18,NORMAL
2019-11-23,Pinheiros,-23.5664,-46703,76911,15,55,25,17,43,11,38,10,NORMAL
2019-4-11,Pinheiros,-23.5664,-46703,76182,66,35,65,36,5,37,13,19,NORMAL
2019-9-14,Trianon-Masp,-23.5634,-46.6544,42445,53,43,65,10,14,15,43,11,NORMAL
2018-3-10,Tatuapé,-23.5402,-46.5765,70201,86,38,21,19,27,3,22,22,REABASTECER
2018-8-24,Trianon-Masp,-23.5634,-46.6544,43664,74,43,65,4,23,43,29,35,NORMAL
2019-3-3,Consolação,-23.5581,-46.6606,113688,18,65,30,13,43,24,4,20,NORMAL
2018-6-12,Tatuapé,-23.5402,-46.5765,70480,86,48,36,35,29,26,28,6,REABASTECER
2018-7-23,Tatuapé,-23.5402,-46.5765,70989,14,53,65,24,26,43,35,43,NORMAL
2019-2-28,Trianon-Masp,-23.5634,-46.6544,43095,55,55,46,43,43,31,18,12,NORMAL
2018-10-28,Tatuapé,-23.5402,-46.5765,70194,62,15,52,32,24,40,35,11,NORMAL
2018-1-8,Ana Rosa,-23.5813,-46.6383,64459,16,18,11,28,9,26,7,13,NORMAL
2018-1-11,Ana Rosa,-23.5813,-46.6383,64691,74,65,55,20,37,23,40,43,NORMAL
2018-1-29,Ana Rosa,-23.5813,-46.6383,64467,76,30,3,39,17,43,8,22,REABASTECER
2018-4-26,Eucaliptos,-23.61,-46.6686,21732,5,35,20,24,11,39,8,7,REABASTECER
2018-7-22,Ana Rosa,-23.5813,-46.6383,64114,25,15,50,11,15,13,4,25,NORMAL
2018-11-4,Eucaliptos,-23.61,-46.6686,23359,13,37,14,43,43,34,4,10,NORMAL
2018-11-15,Ana Rosa,-23.5813,-46.6383,64735,4,8,55,41,19,28,30,43,REABASTECER
2019-3-7,Eucaliptos,-23.61,-46.6686,25006,86,39,39,20,8,43,39,21,NORMAL
2019-6-13,Eucaliptos,-23.61,-46.6686,23721,12,65,14,39,3,24,28,24,NORMAL
2019-5-11,Ana Rosa,-23.5813,-46.6383,66067,30,11,24,3,38,36,23,27,REABASTECER
2019-9-1,Ana Rosa,-23.5813,-46.6383,63951,15,19,37,34,29,13,14,37,NORMAL
2019-10-20,Ana Rosa,-23.5813,-46.6383,64217,67,48,10,30,9,26,37,37,NORMAL
2019-10-10,Ana Rosa,-23.5813,-46.6383,63871,68,40,8,15,41,41,35,41,REABASTECER
2018-1-29,Moema,-23.5489,-46.6388,20478,78,28,65,40,14,32,15,23,NORMAL
2019-12-10,Ana Rosa,-23.5813,-46.6383,65381,33,65,27,37,14,7,37,43,NORMAL
2018-3-13,Moema,-23.5489,-46.6388,17090,79,25,65,43,13,15,41,9,NORMAL
2018-1-16,São Joaquim,-23.5618,-46.6389,33065,23,30,16,37,17,38,21,25,NORMAL
2018-2-12,São Joaquim,-23.5618,-46.6389,35326,20,13,22,42,5,42,10,18,REABASTECER
2018-8-23,Moema,-23.5489,-46.6388,19910,52,22,25,27,37,27,37,6,REABASTECER
2018-9-25,Moema,-23.5489,-46.6388,20058,79,31,7,4,39,10,43,6,REABASTECER
2018-11-28,Moema,-23.5489,-46.6388,19946,43,15,34,18,10,34,7,26,NORMAL
2018-11-4,São Joaquim,-23.5618,-46.6389,35959,22,25,25,32,25,31,15,17,NORMAL
2019-10-2,Hospital São Paulo,-23.5984,-46.6455,24067,45,43,59,33,25,2,37,37,REABASTECER
2018-11-22,São Joaquim,-23.5618,-46.6389,33543,86,36,31,43,31,28,23,33,NORMAL
2019-4-1,São Joaquim,-23.5618,-46.6389,34591,28,11,55,17,18,22,23,43,NORMAL
2019-4-17,São Joaquim,-23.5618,-46.6389,36460,35,30,3,13,37,18,37,25,REABASTECER
2018-6-13,Paraíso,-23.57677,-46.63933,70101,56,55,42,26,20,34,6,26,REABASTECER
2019-8-20,São Joaquim,-23.5618,-46.6389,35815,70,21,36,13,29,23,10,29,NORMAL
2019-10-17,São Joaquim,-23.5618,-46.6389,35044,52,63,13,37,43,33,30,38,NORMAL
2018-10-30,Paraíso,-23.57677,-46.63933,73820,65,26,33,9,19,22,12,36,NORMAL
2018-12-2,Paraíso,-23.57677,-46.63933,73582,7,5,65,23,23,4,7,32,REABASTECER
2018-5-2,São Judas,-23.6255,-46.6411,14264,50,5,32,10,30,16,43,4,REABASTECER
2018-6-23,São Judas,-23.6255,-46.6411,14410,86,2,7,11,38,42,34,15,REABASTECER
2018-7-24,São Judas,-23.6255,-46.6411,15161,33,65,48,6,8,31,43,22,REABASTECER
2018-8-2,São Judas,-23.6255,-46.6411,15507,29,23,61,25,19,7,11,38,NORMAL
2019-8-11,Paraíso,-23.57677,-46.63933,72206,19,27,65,31,5,34,31,10,NORMAL
2018-10-8,São Judas,-23.6255,-46.6411,16580,79,4,59,37,24,6,8,18,NORMAL
2019-11-28,Paraíso,-23.57677,-46.63933,73522,86,44,28,39,25,43,27,43,NORMAL
2018-9-8,Brigadeiro,-23.5683,-46.6482,47773,14,9,23,25,26,30,31,28,NORMAL
2019-10-5,São Judas,-23.6255,-46.6411,15717,54,65,48,28,34,40,30,33,NORMAL
2018-1-8,Vila Mariana,-23.5895,-46.6346,22872,14,28,14,34,15,21,17,14,NORMAL
2018-3-3,Vila Mariana,-23.5895,-46.6346,23396,4,11,29,33,17,26,21,3,REABASTECER
2018-8-3,Vila Mariana,-23.5895,-46.6346,21404,49,65,51,20,19,39,26,34,NORMAL
2019-10-30,Brigadeiro,-23.5683,-46.6482,46754,62,7,44,10,3,31,26,39,REABASTECER
2019-1-7,Vila Mariana,-23.5895,-46.6346,25040,79,59,44,34,8,7,4,32,REABASTECER
2018-12-12,Vila Mariana,-23.5895,-46.6346,21199,56,5,15,9,26,41,20,3,NORMAL
2018-1-26,Trianon-Masp,-23.5634,-46.6544,44812,17,33,24,43,31,14,14,33,NORMAL
2018-2-16,Trianon-Masp,-23.5634,-46.6544,44954,86,45,17,40,41,21,21,30,NORMAL
2018-3-6,Trianon-Masp,-23.5634,-46.6544,42682,67,50,9,25,3,11,32,40,NORMAL
2019-3-1,Trianon-Masp,-23.5634,-46.6544,45080,24,29,26,37,31,20,7,43,NORMAL
2019-4-7,Trianon-Masp,-23.5634,-46.6544,44552,20,12,65,33,12,37,43,19,NORMAL
2019-9-30,Trianon-Masp,-23.5634,-46.6544,42380,74,13,14,40,29,13,29,25,NORMAL
2018-10-29,Brooklin,-23.6263,-46.6878,27908,59,35,32,5,22,9,43,2,REABASTECER
2019-4-4,Brooklin,-23.6263,-46.6878,28365,86,51,21,30,39,43,11,18,NORMAL
2018-8-20,Consolação,-23.5581,-46.6606,114693,76,47,40,24,6,30,15,11,NORMAL
2018-10-5,Consolação,-23.5581,-46.6606,114006,75,59,46,6,38,23,11,43,NORMAL
2019-10-6,Brooklin,-23.6263,-46.6878,29020,23,13,7,11,19,19,43,36,REABASTECER
2019-10-28,Brooklin,-23.6263,-46.6878,26967,71,10,58,32,10,41,39,39,NORMAL
2018-3-2,Brigadeiro,-23.5683,-46.6482,48302,86,42,33,34,24,11,9,23,NORMAL
2018-4-24,Brigadeiro,-23.5683,-46.6482,46458,21,45,27,15,3,24,14,28,REABASTECER
2018-6-29,Barra Funda,-23.5542,-46.6707,150240,45,41,58,24,14,20,26,11,NORMAL
2018-8-19,Barra Funda,-23.5542,-46.6707,150544,77,12,51,43,2,10,21,30,REABASTECER
2018-10-14,Barra Funda,-23.5542,-46.6707,147525,76,55,16,1,4,30,23,6,REABASTECER
2018-10-18,Barra Funda,-23.5542,-46.6707,147175,41,36,59,38,37,17,9,29,NORMAL
2018-10-24,Barra Funda,-23.5542,-46.6707,149457,78,65,20,18,13,37,24,7,NORMAL
2019-11-18,Brigadeiro,-23.5683,-46.6482,48209,66,38,28,43,27,14,41,37,NORMAL
2019-3-12,Brigadeiro,-23.5683,-46.6482,48076,33,56,38,14,30,19,13,15,NORMAL
2019-4-9,Brigadeiro,-23.5683,-46.6482,46163,42,27,65,11,5,2,37,32,REABASTECER
2019-5-19,Brigadeiro,-23.5683,-46.6482,47828,79,44,36,43,9,37,1,43,NORMAL
2018-2-25,Trianon-Masp,-23.5634,-46.6544,45465,86,57,17,11,2,43,36,43,NORMAL
2019-8-3,Barra Funda,-23.5542,-46.6707,148924,67,35,43,15,34,31,9,43,NORMAL
2019-8-6,Brigadeiro,-23.5683,-46.6482,46755,26,42,21,11,33,25,43,30,NORMAL
2018-6-18,Trianon-Masp,-23.5634,-46.6544,42111,79,15,19,11,14,24,39,6,REABASTECER
2018-6-23,Trianon-Masp,-23.5634,-46.6544,42549,37,40,50,35,41,13,19,33,NORMAL
2019-11-6,Brigadeiro,-23.5683,-46.6482,48653,5,40,55,36,28,10,43,11,REABASTECER
2018-7-27,Tatuapé,-23.5402,-46.5765,70727,64,15,35,16,10,36,26,23,NORMAL
2019-6-6,Trianon-Masp,-23.5634,-46.6544,44145,73,52,19,15,37,29,19,30,NORMAL
2019-1-1,Tatuapé,-23.5402,-46.5765,70396,50,31,3,37,31,4,31,37,REABASTECER
2019-2-25,Tatuapé,-23.5402,-46.5765,67239,21,28,45,43,23,37,43,39,NORMAL
2019-2-14,Trianon-Masp,-23.5634,-46.6544,43055,21,11,15,40,16,33,27,31,NORMAL
2019-10-17,Trianon-Masp,-23.5634,-46.6544,42078,75,31,34,31,12,43,43,39,NORMAL
2019-6-27,Tatuapé,-23.5402,-46.5765,67497,13,65,44,9,33,14,28,25,NORMAL
2019-7-3,Tatuapé,-23.5402,-46.5765,69936,52,44,65,34,16,33,6,43,REABASTECER
2019-6-5,Trianon-Masp,-23.5634,-46.6544,42931,86,61,23,16,41,33,21,32,NORMAL
2018-1-15,República,-23.5436,-46.6434,108537,50,41,36,43,31,43,31,33,NORMAL
2018-1-18,República,-23.5436,-46.6434,107325,19,21,20,34,19,38,14,21,NORMAL
2018-3-3,República,-23.5436,-46.6434,109151,9,52,56,14,43,21,9,10,REABASTECER
2018-2-11,Consolação,-23.5581,-46.6606,114041,43,65,44,20,13,6,40,21,REABASTECER
2018-9-29,República,-23.5436,-46.6434,110150,50,12,19,43,9,25,32,34,NORMAL
2019-4-21,Consolação,-23.5581,-46.6606,112826,77,27,35,37,37,42,20,43,NORMAL
2018-9-22,Consolação,-23.5581,-46.6606,114839,26,62,65,8,2,27,17,5,REABASTECER
2019-5-18,Consolação,-23.5581,-46.6606,113215,71,6,13,39,12,4,38,17,REABASTECER
2018-12-13,Consolação,-23.5581,-46.6606,112600,86,62,65,6,24,39,43,43,NORMAL
2018-2-14,Tamanduateí,-23.5929,-46.5897,53197,26,7,39,5,43,24,22,43,NORMAL
