Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Status
2018-10-6,Paraíso,-21.0163,-48.7739,73316,48,23,65,43,40,41,17,11,NORMAL
2018-10-7,Paraíso,-21.0163,-48.7739,71207,35,19,59,37,37,40,14,8,NORMAL
2018-10-8,Paraíso,-21.0163,-48.7739,72587,24,12,54,37,32,40,9,2,REABASTECER
2018-10-9,Paraíso,-21.0163,-48.7739,71501,12,10,49,31,27,34,5,43,NORMAL
2018-10-10,Paraíso,-21.0163,-48.7739,73798,86,2,42,31,21,32,43,39,REABASTECER
2018-10-11,Paraíso,-21.0163,-48.7739,71352,78,65,38,28,18,26,39,35,NORMAL
2018-10-12,Paraíso,-21.0163,-48.7739,73683,71,62,33,25,15,23,34,32,NORMAL
2018-10-13,Paraíso,-21.0163,-48.7739,71157,60,57,24,23,10,17,31,28,NORMAL
2018-10-14,Paraíso,-21.0163,-48.7739,70660,52,51,14,18,4,16,26,22,REABASTECER
2018-10-15,Paraíso,-21.0163,-48.7739,73056,39,47,7,17,43,16,22,18,REABASTECER
2018-10-16,Paraíso,-21.0163,-48.7739,73656,29,43,65,15,41,16,19,13,NORMAL
2018-10-17,Paraíso,-21.0163,-48.7739,72672,18,41,58,9,36,14,17,9,NORMAL
2018-10-18,Paraíso,-21.0163,-48.7739,70832,11,36,51,9,31,10,15,3,NORMAL
2018-10-19,Paraíso,-21.0163,-48.7739,71078,86,32,46,7,28,8,10,43,NORMAL
2018-10-20,Paraíso,-21.0163,-48.7739,72155,75,26,36,6,22,5,8,37,NORMAL
2018-10-21,Paraíso,-21.0163,-48.7739,70469,63,23,29,43,16,43,6,32,REABASTECER
2018-10-22,Paraíso,-21.0163,-48.7739,70744,56,13,23,38,14,42,43,26,NORMAL
2018-10-23,Paraíso,-21.0163,-48.7739,70441,48,9,14,32,11,37,37,22,REABASTECER
2018-10-24,Paraíso,-21.0163,-48.7739,71311,41,65,9,26,6,37,35,16,NORMAL
2018-10-25,Paraíso,-21.0163,-48.7739,73307,29,60,65,23,43,37,30,12,NORMAL
2018-10-26,Paraíso,-21.0163,-48.7739,73178,18,55,60,21,39,35,25,9,NORMAL
2018-10-27,Paraíso,-21.0163,-48.7739,73041,10,51,54,16,33,32,20,6,NORMAL
2018-10-28,Paraíso,-21.0163,-48.7739,71932,86,43,49,15,28,32,17,43,NORMAL
2018-10-29,Paraíso,-21.0163,-48.7739,71722,74,36,39,12,23,28,15,39,NORMAL
2018-10-30,Paraíso,-21.0163,-48.7739,73820,65,26,33,9,19,22,12,36,NORMAL
2018-11-1,Paraíso,-21.0163,-48.7739,71422,54,16,28,4,17,16,8,31,NORMAL
2018-11-2,Paraíso,-21.0163,-48.7739,74049,42,12,18,43,13,16,5,25,NORMAL
2018-11-3,Paraíso,-21.0163,-48.7739,70267,29,4,11,38,11,15,43,21,NORMAL
2018-11-4,Paraíso,-21.0163,-48.7739,71918,18,65,4,34,6,9,37,19,REABASTECER
2018-11-5,Paraíso,-21.0163,-48.7739,71573,6,60,65,28,43,9,35,16,NORMAL
2018-11-6,Paraíso,-21.0163,-48.7739,73832,86,54,58,24,38,4,31,11,REABASTECER
2018-11-7,Paraíso,-21.0163,-48.7739,71418,77,44,51,21,35,43,28,6,REABASTECER
2018-11-8,Paraíso,-21.0163,-48.7739,73319,69,37,43,16,32,39,25,43,NORMAL
2018-11-9,Paraíso,-21.0163,-48.7739,73508,61,31,37,14,28,38,20,38,NORMAL
2018-11-10,Paraíso,-21.0163,-48.7739,70706,51,26,31,11,23,33,18,35,NORMAL
2018-11-11,Paraíso,-21.0163,-48.7739,72704,40,16,27,6,19,29,15,29,NORMAL
2018-11-12,Paraíso,-21.0163,-48.7739,70282,32,9,17,43,17,24,11,27,REABASTECER
2018-11-13,Paraíso,-21.0163,-48.7739,71461,22,65,8,37,13,18,6,23,REABASTECER
2018-11-14,Paraíso,-21.0163,-48.7739,73243,14,62,65,35,8,12,43,20,NORMAL
2018-11-15,Paraíso,-21.0163,-48.7739,70220,3,53,59,32,5,8,37,14,REABASTECER
2018-11-16,Paraíso,-21.0163,-48.7739,73386,86,50,54,32,43,8,34,8,NORMAL
2018-11-17,Paraíso,-21.0163,-48.7739,71214,75,46,47,32,41,2,29,3,REABASTECER
2018-11-18,Paraíso,-21.0163,-48.7739,71008,64,39,38,27,37,43,23,43,NORMAL
2018-11-19,Paraíso,-21.0163,-48.7739,72679,52,34,31,24,35,42,20,39,NORMAL
2018-11-20,Paraíso,-21.0163,-48.7739,71849,39,24,22,21,29,41,15,35,NORMAL
2018-11-21,Paraíso,-21.0163,-48.7739,70747,30,22,16,18,27,35,13,32,NORMAL
2018-11-22,Paraíso,-21.0163,-48.7739,73764,18,17,6,16,23,31,8,26,REABASTECER
2018-11-23,Paraíso,-21.0163,-48.7739,73887,6,8,65,11,20,31,4,21,NORMAL
2018-11-24,Paraíso,-21.0163,-48.7739,71837,86,65,56,7,17,27,43,18,NORMAL
2018-11-25,Paraíso,-21.0163,-48.7739,73576,79,59,52,4,11,21,40,15,REABASTECER
2018-11-26,Paraíso,-21.0163,-48.7739,73446,71,56,45,43,6,21,35,11,NORMAL
2018-11-27,Paraíso,-21.0163,-48.7739,73378,59,47,35,42,43,21,30,9,NORMAL
2018-11-28,Paraíso,-21.0163,-48.7739,70589,49,37,30,37,41,16,25,3,REABASTECER
2018-11-29,Paraíso,-21.0163,-48.7739,71510,36,28,21,33,35,15,21,43,NORMAL
2018-11-30,Paraíso,-21.0163,-48.7739,73494,29,19,13,29,33,14,16,41,NORMAL
2018-12-1,Paraíso,-21.0163,-48.7739,73550,16,13,7,24,27,9,10,38,NORMAL
2018-12-2,Paraíso,-21.0163,-48.7739,73582,7,5,65,23,23,4,7,32,REABASTECER
2018-12-3,Paraíso,-21.0163,-48.7739,70655,86,65,57,23,19,43,5,27,NORMAL
2018-12-4,Paraíso,-21.0163,-48.7739,71165,79,62,53,22,15,37,43,23,NORMAL
2018-12-5,Paraíso,-21.0163,-48.7739,73393,70,60,45,22,11,35,39,20,NORMAL
2018-12-6,Paraíso,-21.0163,-48.7739,71199,61,57,35,17,8,30,37,17,NORMAL
2018-12-7,Paraíso,-21.0163,-48.7739,71736,54,50,28,14,6,30,34,15,REABASTECER
2018-12-8,Paraíso,-21.0163,-48.7739,71583,46,41,24,14,43,24,32,11,NORMAL
2018-12-9,Paraíso,-21.0163,-48.7739,70719,33,38,17,12,40,20,30,5,NORMAL
2018-12-10,Paraíso,-21.0163,-48.7739,71719,23,29,12,12,38,20,27,43,NORMAL
2018-12-11,Paraíso,-21.0163,-48.7739,70606,13,21,6,10,36,16,23,40,REABASTECER
2018-12-12,Paraíso,-21.0163,-48.7739,70748,5,15,65,4,32,10,18,35,REABASTECER
2018-12-13,Paraíso,-21.0163,-48.7739,73401,86,11,57,43,29,7,15,30,NORMAL
2018-12-14,Paraíso,-21.0163,-48.7739,73685,73,5,52,40,25,5,10,25,REABASTECER
2018-12-15,Paraíso,-21.0163,-48.7739,70468,62,65,44,38,21,43,5,23,REABASTECER
2018-12-16,Paraíso,-21.0163,-48.7739,70311,54,55,34,35,16,40,43,19,NORMAL
2018-12-17,Paraíso,-21.0163,-48.7739,72995,42,53,25,32,10,34,38,15,NORMAL
2018-12-18,Paraíso,-21.0163,-48.7739,70677,30,50,19,27,4,32,34,11,NORMAL
2018-12-19,Paraíso,-21.0163,-48.7739,71853,17,43,11,26,43,31,32,7,NORMAL
2018-12-20,Paraíso,-21.0163,-48.7739,70921,8,33,1,21,39,31,27,4,NORMAL
2018-12-21,Paraíso,-21.0163,-48.7739,72232,86,29,65,21,35,25,24,43,NORMAL
2018-12-22,Paraíso,-21.0163,-48.7739,70645,76,20,58,17,33,20,22,38,NORMAL
2018-12-23,Paraíso,-21.0163,-48.7739,70838,64,15,52,12,28,19,19,35,NORMAL
2018-12-24,Paraíso,-21.0163,-48.7739,72830,55,12,45,6,26,17,15,30,REABASTECER
2018-12-25,Paraíso,-21.0163,-48.7739,73676,46,5,40,43,22,17,10,28,REABASTECER
2018-12-26,Paraíso,-21.0163,-48.7739,72889,38,65,33,41,19,15,4,22,REABASTECER
2018-12-27,Paraíso,-21.0163,-48.7739,71310,27,59,24,39,13,9,43,16,NORMAL
2018-12-28,Paraíso,-21.0163,-48.7739,71149,14,55,20,34,10,9,41,14,NORMAL
2018-12-29,Paraíso,-21.0163,-48.7739,72650,4,53,13,32,8,3,39,8,REABASTECER
2018-12-30,Paraíso,-21.0163,-48.7739,71834,86,48,7,29,5,43,37,6,REABASTECER
2019-1-1,Paraíso,-21.0163,-48.7739,70565,75,46,65,23,43,43,33,43,NORMAL
2019-1-2,Paraíso,-21.0163,-48.7739,73614,66,42,59,17,40,40,28,40,NORMAL
2019-1-3,Paraíso,-21.0163,-48.7739,70214,53,37,52,14,36,34,24,37,NORMAL
2019-1-4,Paraíso,-21.0163,-48.7739,72831,44,29,44,12,34,28,21,34,NORMAL
2019-1-5,Paraíso,-21.0163,-48.7739,74038,36,19,40,9,30,27,18,32,NORMAL
2019-1-6,Paraíso,-21.0163,-48.7739,72366,24,14,33,3,25,26,12,27,NORMAL
2019-1-7,Paraíso,-21.0163,-48.7739,70369,13,7,26,43,20,20,6,21,REABASTECER
2019-1-8,Paraíso,-21.0163,-48.7739,70753,3,65,19,41,16,15,43,17,REABASTECER
2019-1-9,Paraíso,-21.0163,-48.7739,73367,86,61,12,37,14,15,41,15,NORMAL
2019-1-10,Paraíso,-21.0163,-48.7739,71546,73,59,7,34,10,13,39,11,REABASTECER
2019-1-11,Paraíso,-21.0163,-48.7739,73375,65,52,65,33,6,11,33,9,REABASTECER
2019-1-12,Paraíso,-21.0163,-48.7739,70545,55,45,59,30,43,10,28,5,NORMAL
2019-1-13,Paraíso,-21.0163,-48.7739,73304,45,41,55,29,41,4,22,43,REABASTECER
2019-1-14,Paraíso,-21.0163,-48.7739,72791,35,31,49,29,37,43,17,38,NORMAL
2019-1-15,Paraíso,-21.0163,-48.7739,71279,25,26,39,24,33,42,14,34,NORMAL
2019-1-16,Paraíso,-21.0163,-48.7739,71710,17,20,31,23,30,37,11,29,NORMAL
2019-1-17,Paraíso,-21.0163,-48.7739,70314,9,16,25,20,27,33,9,24,REABASTECER
2019-1-18,Paraíso,-21.0163,-48.7739,73624,86,13,20,19,24,33,4,21,REABASTECER
2019-1-19,Paraíso,-21.0163,-48.7739,70485,75,4,16,18,21,31,43,19,REABASTECER
2019-1-20,Paraíso,-21.0163,-48.7739,70621,62,65,10,14,17,26,37,17,NORMAL
2019-1-21,Paraíso,-21.0163,-48.7739,71298,53,56,5,13,15,20,35,15,REABASTECER
2019-1-22,Paraíso,-21.0163,-48.7739,71153,40,48,65,11,9,15,29,12,NORMAL
2019-1-23,Paraíso,-21.0163,-48.7739,71002,30,42,60,5,7,13,23,8,REABASTECER
2019-1-24,Paraíso,-21.0163,-48.7739,73136,19,37,54,43,3,7,18,3,REABASTECER
2019-1-25,Paraíso,-21.0163,-48.7739,70271,12,31,47,39,43,4,15,43,NORMAL
2019-1-26,Paraíso,-21.0163,-48.7739,73062,86,21,43,37,41,43,13,38,NORMAL
2019-1-27,Paraíso,-21.0163,-48.7739,71527,77,16,37,31,37,43,9,33,NORMAL
2019-1-28,Paraíso,-21.0163,-48.7739,73767,65,9,33,30,32,41,3,30,REABASTECER
2019-1-29,Paraíso,-21.0163,-48.7739,72131,54,65,27,25,27,39,43,24,NORMAL
2019-1-30,Paraíso,-21.0163,-48.7739,71345,47,63,19,22,22,37,39,21,NORMAL
2019-2-1,Paraíso,-21.0163,-48.7739,71129,40,58,13,20,20,32,36,15,NORMAL
2019-2-2,Paraíso,-21.0163,-48.7739,71737,30,54,5,15,16,28,34,12,REABASTECER
2019-2-3,Paraíso,-21.0163,-48.7739,72779,17,45,65,11,12,28,28,7,NORMAL
2019-2-4,Paraíso,-21.0163,-48.7739,70732,9,36,60,7,7,28,25,1,REABASTECER
2019-2-5,Paraíso,-21.0163,-48.7739,70544,86,33,55,4,3,28,20,43,REABASTECER
2019-2-6,Paraíso,-21.0163,-48.7739,71955,78,27,51,43,43,27,14,37,NORMAL
2019-2-7,Paraíso,-21.0163,-48.7739,74071,70,19,45,41,38,26,11,32,NORMAL
2019-2-8,Paraíso,-21.0163,-48.7739,72551,61,16,35,39,35,24,5,29,NORMAL
2019-2-9,Paraíso,-21.0163,-48.7739,72065,52,7,27,34,32,20,43,23,REABASTECER
2019-2-10,Paraíso,-21.0163,-48.7739,72599,43,65,18,32,30,17,40,21,NORMAL
2019-2-11,Paraíso,-21.0163,-48.7739,72239,34,58,8,27,28,15,37,19,REABASTECER
2019-2-12,Paraíso,-21.0163,-48.7739,71661,21,48,65,27,24,12,33,17,NORMAL
2019-2-13,Paraíso,-21.0163,-48.7739,72290,13,44,60,21,21,12,29,13,NORMAL
2019-2-14,Paraíso,-21.0163,-48.7739,70501,1,40,51,17,15,12,24,8,REABASTECER
2019-2-15,Paraíso,-21.0163,-48.7739,71115,86,34,45,16,12,6,21,5,REABASTECER
2019-2-16,Paraíso,-21.0163,-48.7739,74021,77,32,38,13,9,43,17,43,NORMAL
2019-2-17,Paraíso,-21.0163,-48.7739,72371,69,23,34,7,5,38,15,39,NORMAL
2019-2-18,Paraíso,-21.0163,-48.7739,71716,60,16,25,4,43,33,11,34,REABASTECER
2019-2-19,Paraíso,-21.0163,-48.7739,71572,50,6,15,43,39,29,5,29,REABASTECER
2019-2-20,Paraíso,-21.0163,-48.7739,70607,43,65,7,40,34,24,43,23,REABASTECER
2019-2-21,Paraíso,-21.0163,-48.7739,70857,32,56,65,38,30,23,39,21,NORMAL
2019-2-22,Paraíso,-21.0163,-48.7739,73180,23,47,57,34,28,17,35,16,NORMAL
2019-2-23,Paraíso,-21.0163,-48.7739,70913,14,43,47,34,22,14,29,10,NORMAL
2019-2-24,Paraíso,-21.0163,-48.7739,72508,2,36,41,34,16,14,25,8,NORMAL
2019-2-25,Paraíso,-21.0163,-48.7739,73207,86,32,37,34,13,12,22,6,REABASTECER
2019-2-26,Paraíso,-21.0163,-48.7739,72208,73,23,28,33,10,12,20,43,NORMAL
2019-2-27,Paraíso,-21.0163,-48.7739,73643,64,21,23,33,7,9,18,40,NORMAL
2019-2-28,Paraíso,-21.0163,-48.7739,70495,51,19,18,27,2,3,13,37,REABASTECER
2019-2-29,Paraíso,-21.0163,-48.7739,73056,39,16,12,26,43,43,9,32,NORMAL
2019-2-30,Paraíso,-21.0163,-48.7739,73021,26,10,4,23,37,42,3,26,REABASTECER
2019-3-1,Paraíso,-21.0163,-48.7739,70441,19,3,65,20,35,40,43,20,REABASTECER
2019-3-2,Paraíso,-21.0163,-48.7739,72903,6,65,59,18,31,39,40,17,NORMAL
2019-3-3,Paraíso,-21.0163,-48.7739,72028,86,62,52,18,28,35,36,15,NORMAL
2019-3-4,Paraíso,-21.0163,-48.7739,70470,79,59,43,14,23,31,33,13,NORMAL
2019-3-5,Paraíso,-21.0163,-48.7739,73378,67,49,35,11,21,30,30,10,NORMAL
2019-3-6,Paraíso,-21.0163,-48.7739,70882,56,41,30,6,17,24,25,8,REABASTECER
2019-3-7,Paraíso,-21.0163,-48.7739,72766,45,38,24,43,11,18,23,3,REABASTECER
2019-3-8,Paraíso,-21.0163,-48.7739,70237,38,31,14,43,8,18,21,43,NORMAL
2019-3-9,Paraíso,-21.0163,-48.7739,73840,31,28,4,38,6,12,19,41,NORMAL
2019-3-10,Paraíso,-21.0163,-48.7739,71476,23,18,65,37,43,9,15,35,NORMAL
2019-3-11,Paraíso,-21.0163,-48.7739,70153,15,16,60,35,39,3,12,29,NORMAL
2019-3-12,Paraíso,-21.0163,-48.7739,70171,2,12,52,30,35,43,7,27,NORMAL
2019-3-13,Paraíso,-21.0163,-48.7739,71145,86,3,45,25,31,42,2,23,REABASTECER
2019-3-14,Paraíso,-21.0163,-48.7739,71118,77,65,35,21,29,41,43,21,NORMAL
2019-3-15,Paraíso,-21.0163,-48.7739,73184,68,57,29,15,24,40,39,15,NORMAL
2019-3-16,Paraíso,-21.0163,-48.7739,70381,58,55,23,9,22,40,34,12,NORMAL
2019-3-17,Paraíso,-21.0163,-48.7739,73769,46,49,14,8,19,34,30,8,NORMAL
2019-3-18,Paraíso,-21.0163,-48.7739,72215,37,47,4,4,13,33,24,6,REABASTECER
2019-3-19,Paraíso,-21.0163,-48.7739,73085,24,45,65,43,7,31,18,43,NORMAL
2019-3-20,Paraíso,-21.0163,-48.7739,70808,17,42,60,37,3,26,16,38,NORMAL
2019-3-21,Paraíso,-21.0163,-48.7739,73203,6,36,55,37,43,24,14,33,REABASTECER
2019-3-22,Paraíso,-21.0163,-48.7739,72726,86,34,47,34,40,22,12,29,NORMAL
2019-3-23,Paraíso,-21.0163,-48.7739,71298,73,28,37,29,38,16,7,27,NORMAL
2019-3-24,Paraíso,-21.0163,-48.7739,71147,66,22,31,29,34,15,1,23,NORMAL
2019-3-25,Paraíso,-21.0163,-48.7739,73185,53,19,22,28,31,15,43,20,NORMAL
2019-3-26,Paraíso,-21.0163,-48.7739,71059,44,12,12,25,28,13,39,14,NORMAL
2019-3-27,Paraíso,-21.0163,-48.7739,71738,37,6,8,19,26,13,37,11,NORMAL
2019-3-28,Paraíso,-21.0163,-48.7739,72941,28,65,65,17,24,9,31,9,NORMAL
2019-3-29,Paraíso,-21.0163,-48.7739,70324,17,61,59,11,22,7,28,5,NORMAL
2019-3-30,Paraíso,-21.0163,-48.7739,70859,5,55,55,8,20,3,25,43,REABASTECER
2019-4-1,Paraíso,-21.0163,-48.7739,73096,86,52,49,4,16,43,23,39,REABASTECER
2019-4-2,Paraíso,-21.0163,-48.7739,71808,77,43,44,43,10,37,21,34,NORMAL
2019-4-3,Paraíso,-21.0163,-48.7739,71257,67,39,36,41,6,34,17,31,REABASTECER
2019-4-4,Paraíso,-21.0163,-48.7739,71320,58,36,29,40,43,34,11,29,NORMAL
2019-4-5,Paraíso,-21.0163,-48.7739,73006,48,26,25,35,40,31,6,26,NORMAL
2019-4-6,Paraíso,-21.0163,-48.7739,70328,40,20,15,29,37,28,43,20,NORMAL
2019-4-7,Paraíso,-21.0163,-48.7739,72504,29,10,7,23,32,24,41,15,NORMAL
2019-4-8,Paraíso,-21.0163,-48.7739,71939,17,1,65,20,27,18,36,10,NORMAL
2019-4-9,Paraíso,-21.0163,-48.7739,70991,8,65,60,16,23,16,30,7,REABASTECER
2019-4-10,Paraíso,-21.0163,-48.7739,72825,86,59,56,11,21,11,24,4,REABASTECER
2019-4-11,Paraíso,-21.0163,-48.7739,71500,78,54,47,11,16,9,21,43,NORMAL
2019-4-12,Paraíso,-21.0163,-48.7739,70680,70,47,43,8,10,8,17,39,NORMAL
2019-4-13,Paraíso,-21.0163,-48.7739,70380,57,39,36,4,6,2,13,34,REABASTECER
2019-4-14,Paraíso,-21.0163,-48.7739,70097,45,30,27,43,43,43,9,30,NORMAL
2019-4-15,Paraíso,-21.0163,-48.7739,73725,33,26,19,39,41,38,3,26,NORMAL
2019-4-16,Paraíso,-21.0163,-48.7739,71451,23,20,13,34,35,38,43,22,NORMAL
2019-4-17,Paraíso,-21.0163,-48.7739,70315,16,15,3,31,31,36,41,16,REABASTECER
2019-4-18,Paraíso,-21.0163,-48.7739,71645,5,8,65,25,28,30,38,10,NORMAL
2019-4-19,Paraíso,-21.0163,-48.7739,70407,86,65,61,19,23,24,33,7,NORMAL
2019-4-20,Paraíso,-21.0163,-48.7739,73442,73,61,53,17,21,23,27,1,REABASTECER
2019-4-21,Paraíso,-21.0163,-48.7739,71823,63,56,43,13,17,20,24,43,NORMAL
2019-4-22,Paraíso,-21.0163,-48.7739,71451,52,54,33,9,12,19,20,40,NORMAL
2019-4-23,Paraíso,-21.0163,-48.7739,71646,41,49,24,7,6,13,14,35,REABASTECER
2019-4-24,Paraíso,-21.0163,-48.7739,72789,34,39,14,1,43,10,10,30,NORMAL
2019-4-25,Paraíso,-21.0163,-48.7739,72024,27,33,9,43,37,10,5,28,NORMAL
2019-4-26,Paraíso,-21.0163,-48.7739,72227,20,24,65,39,33,6,43,22,REABASTECER
2019-4-27,Paraíso,-21.0163,-48.7739,70913,12,17,60,33,29,43,41,17,REABASTECER
2019-4-28,Paraíso,-21.0163,-48.7739,70338,86,12,54,28,26,40,37,11,NORMAL
2019-4-29,Paraíso,-21.0163,-48.7739,73106,79,7,48,28,20,36,35,5,NORMAL
2019-4-30,Paraíso,-21.0163,-48.7739,71436,71,65,44,26,14,36,31,43,NORMAL
2019-5-1,Paraíso,-21.0163,-48.7739,72663,60,60,38,25,11,35,27,39,NORMAL
2019-5-2,Paraíso,-21.0163,-48.7739,70436,52,51,32,23,5,33,25,33,REABASTECER
2019-5-3,Paraíso,-21.0163,-48.7739,70569,41,49,28,20,43,28,19,27,NORMAL
2019-5-4,Paraíso,-21.0163,-48.7739,73513,32,39,20,15,37,25,17,21,NORMAL
2019-5-5,Paraíso,-21.0163,-48.7739,74047,25,29,14,12,34,22,11,19,NORMAL
2019-5-6,Paraíso,-21.0163,-48.7739,71225,15,21,5,8,32,16,5,14,NORMAL
2019-5-7,Paraíso,-21.0163,-48.7739,71617,8,11,65,5,30,16,43,11,REABASTECER
2019-5-8,Paraíso,-21.0163,-48.7739,71044,86,4,57,43,27,12,37,7,REABASTECER
2019-5-9,Paraíso,-21.0163,-48.7739,72564,74,65,47,43,24,7,33,4,NORMAL
2019-5-10,Paraíso,-21.0163,-48.7739,70129,66,58,37,38,18,7,27,43,NORMAL
2019-5-11,Paraíso,-21.0163,-48.7739,70409,55,49,27,38,16,1,24,41,REABASTECER
2019-5-12,Paraíso,-21.0163,-48.7739,72577,48,45,19,33,12,43,18,36,NORMAL
2019-5-13,Paraíso,-21.0163,-48.7739,70995,38,37,11,33,6,38,13,31,REABASTECER
2019-5-14,Paraíso,-21.0163,-48.7739,73997,28,30,4,32,43,33,7,27,REABASTECER
2019-5-15,Paraíso,-21.0163,-48.7739,70442,20,24,65,29,39,31,4,21,REABASTECER
2019-5-16,Paraíso,-21.0163,-48.7739,70229,11,14,60,26,35,28,43,19,REABASTECER
2019-5-17,Paraíso,-21.0163,-48.7739,73861,86,7,55,26,33,25,38,14,REABASTECER
2019-5-18,Paraíso,-21.0163,-48.7739,70931,76,65,49,25,30,24,32,9,NORMAL
2019-5-19,Paraíso,-21.0163,-48.7739,72844,67,57,41,25,24,20,27,4,REABASTECER
2019-5-20,Paraíso,-21.0163,-48.7739,72363,57,52,33,19,22,16,22,43,NORMAL
2019-5-21,Paraíso,-21.0163,-48.7739,70899,46,44,23,17,18,16,18,38,NORMAL
2019-5-22,Paraíso,-21.0163,-48.7739,70201,34,37,18,17,12,10,16,36,NORMAL
2019-5-23,Paraíso,-21.0163,-48.7739,71826,22,28,13,14,8,7,12,30,NORMAL
2019-5-24,Paraíso,-21.0163,-48.7739,70191,9,19,3,10,4,2,6,25,REABASTECER
2019-5-25,Paraíso,-21.0163,-48.7739,71970,86,11,65,4,43,43,43,23,REABASTECER
2019-5-26,Paraíso,-21.0163,-48.7739,71975,77,2,57,43,37,37,37,18,REABASTECER
2019-5-27,Paraíso,-21.0163,-48.7739,72593,65,65,52,43,35,32,35,13,NORMAL
2019-5-28,Paraíso,-21.0163,-48.7739,72089,55,59,46,37,32,32,30,7,NORMAL
2019-5-29,Paraíso,-21.0163,-48.7739,71609,45,51,42,37,27,27,26,3,REABASTECER
2019-5-30,Paraíso,-21.0163,-48.7739,73522,38,48,38,34,23,25,20,43,NORMAL
2019-6-1,Paraíso,-21.0163,-48.7739,71162,27,44,34,30,20,24,17,39,NORMAL
2019-6-2,Paraíso,-21.0163,-48.7739,70534,20,39,26,26,15,24,15,37,NORMAL
2019-6-3,Paraíso,-21.0163,-48.7739,70287,11,31,19,25,10,23,10,33,NORMAL
2019-6-4,Paraíso,-21.0163,-48.7739,73698,86,23,12,20,7,23,5,30,REABASTECER
2019-6-5,Paraíso,-21.0163,-48.7739,70302,76,20,4,18,5,17,43,28,NORMAL
2019-6-6,Paraíso,-21.0163,-48.7739,70162,67,13,65,14,43,14,38,23,NORMAL
2019-6-7,Paraíso,-21.0163,-48.7739,70645,54,10,60,14,39,13,35,17,NORMAL
2019-6-8,Paraíso,-21.0163,-48.7739,70913,43,4,51,12,37,11,30,15,REABASTECER
2019-6-9,Paraíso,-21.0163,-48.7739,71500,33,65,43,10,35,6,25,10,REABASTECER
2019-6-10,Paraíso,-21.0163,-48.7739,73948,21,55,34,6,31,43,19,5,NORMAL
2019-6-11,Paraíso,-21.0163,-48.7739,70877,10,52,30,43,25,38,17,43,REABASTECER
2019-6-12,Paraíso,-21.0163,-48.7739,70402,86,45,20,39,19,37,14,38,NORMAL
2019-6-13,Paraíso,-21.0163,-48.7739,70708,75,35,12,37,17,32,8,36,NORMAL
2019-6-14,Paraíso,-21.0163,-48.7739,73634,67,33,6,36,13,30,5,31,NORMAL
2019-6-15,Paraíso,-21.0163,-48.7739,73792,59,28,65,34,11,29,43,27,NORMAL
2019-6-16,Paraíso,-21.0163,-48.7739,70456,46,19,55,29,7,23,38,25,NORMAL
2019-6-17,Paraíso,-21.0163,-48.7739,72396,35,11,46,27,5,18,34,19,NORMAL
2019-6-18,Paraíso,-21.0163,-48.7739,70588,23,9,39,21,43,18,32,13,REABASTECER
2019-6-19,Paraíso,-21.0163,-48.7739,71006,10,65,34,21,39,14,27,10,REABASTECER
2019-6-20,Paraíso,-21.0163,-48.7739,71603,86,61,28,19,34,11,21,7,NORMAL
2019-6-21,Paraíso,-21.0163,-48.7739,72539,78,52,19,15,31,7,15,4,REABASTECER
2019-6-22,Paraíso,-21.0163,-48.7739,72322,66,45,12,10,28,3,11,43,REABASTECER
2019-6-23,Paraíso,-21.0163,-48.7739,71356,53,42,5,5,24,43,7,38,REABASTECER
2019-6-24,Paraíso,-21.0163,-48.7739,72911,41,39,65,43,18,39,2,33,REABASTECER
2019-6-25,Paraíso,-21.0163,-48.7739,71699,34,33,55,42,16,37,43,28,NORMAL
2019-6-26,Paraíso,-21.0163,-48.7739,71907,24,28,48,39,14,32,38,22,NORMAL
2019-6-27,Paraíso,-21.0163,-48.7739,73235,14,20,39,34,12,30,32,20,NORMAL
2019-6-28,Paraíso,-21.0163,-48.7739,73286,4,17,31,34,10,30,29,14,NORMAL
2019-6-29,Paraíso,-21.0163,-48.7739,70985,86,9,26,28,4,24,24,10,NORMAL
2019-6-30,Paraíso,-21.0163,-48.7739,72867,76,65,17,26,43,20,22,8,NORMAL
2019-7-1,Paraíso,-21.0163,-48.7739,70274,64,59,8,20,37,15,16,4,NORMAL
2019-7-2,Paraíso,-21.0163,-48.7739,70425,54,53,65,20,31,13,13,43,NORMAL
2019-7-3,Paraíso,-21.0163,-48.7739,72570,43,48,60,15,29,10,8,40,NORMAL
2019-7-4,Paraíso,-21.0163,-48.7739,71391,34,44,56,12,23,6,3,38,REABASTECER
2019-7-5,Paraíso,-21.0163,-48.7739,72149,21,42,47,10,21,43,43,34,NORMAL
2019-7-6,Paraíso,-21.0163,-48.7739,71483,11,33,42,9,16,39,38,28,REABASTECER
2019-7-7,Paraíso,-21.0163,-48.7739,70586,86,28,36,8,12,35,35,22,NORMAL
2019-7-8,Paraíso,-21.0163,-48.7739,70770,77,25,29,5,7,34,30,16,NORMAL
2019-7-9,Paraíso,-21.0163,-48.7739,70146,66,22,24,43,1,28,28,14,REABASTECER
2019-7-10,Paraíso,-21.0163,-48.7739,73528,56,19,19,41,43,22,23,10,NORMAL
2019-7-11,Paraíso,-21.0163,-48.7739,70877,49,17,14,41,40,16,17,8,NORMAL
